frame,cid,orig_x,orig_y,cvat_x,cvat_y,dx,dy,dist_px
0,13,574.0,186.0,574.0,186.0,0.0,0.0,0.0
0,14,555.0,266.0,555.0,266.0,0.0,0.0,0.0
0,15,534.0,378.0,534.0,378.0,0.0,0.0,0.0
0,17,1199.0,239.0,1199.0,239.0,0.0,0.0,0.0
0,18,1293.0,289.0,1293.0,289.0,0.0,0.0,0.0
0,30,339.0,309.0,339.0,309.0,0.0,0.0,0.0
0,31,755.0,321.0,755.0,321.0,0.0,0.0,0.0
1,13,578.25,186.0,578.25,186.0,0.0,0.0,0.0
1,14,558.5,266.75,558.5,266.75,0.0,0.0,0.0
1,15,536.5,378.5,536.5,378.5,0.0,0.0,0.0
1,17,1201.0,238.25,1201.0,238.25,0.0,0.0,0.0
1,18,1293.25,288.5,1293.25,288.5,0.0,0.0,0.0
1,30,338.0,309.75,338.0,309.75,0.0,0.0,0.0
1,31,757.5,321.75,757.5,321.75,0.0,0.0,0.0
2,13,581.1875,186.5,581.19,186.5,0.0025000000000545697,0.0,0.0025000000000545697
2,14,561.625,267.5625,561.62,267.56,-0.0049999999999954525,-0.0024999999999977263,0.00559016994374439
2,15,539.875,378.625,539.88,378.62,0.0049999999999954525,-0.0049999999999954525,0.007071067811859044
2,17,1204.25,237.6875,1204.25,237.69,0.0,0.0024999999999977263,0.0024999999999977263
2,18,1295.1875,288.125,1295.19,288.12,0.0025000000000545697,-0.0049999999999954525,0.005590169943769811
2,30,340.0,310.0625,340.0,310.06,0.0,-0.0024999999999977263,0.0024999999999977263
2,31,759.125,322.3125,759.12,322.31,-0.0049999999999954525,-0.0024999999999977263,0.00559016994374439
3,13,585.390625,186.625,585.39,186.62,-0.0006250000000136424,-0.0049999999999954525,0.005038911092683773
3,14,564.96875,267.921875,564.97,267.92,0.0012500000000272848,-0.0018749999999840838,0.0022534695471668853
3,15,542.40625,378.71875,542.41,378.72,0.0037499999999681677,0.0012500000000272848,0.0039528470751889035
3,17,1206.4375,237.265625,1206.44,237.27,0.0025000000000545697,0.004375000000010232,0.005038911092722551
3,18,1296.140625,287.59375,1296.14,287.59,-0.0006249999998999556,-0.003750000000025011,0.003801726581444611
3,30,340.0,310.296875,340.0,310.3,0.0,0.0031250000000113687,0.0031250000000113687
3,31,762.84375,322.734375,762.84,322.73,-0.0037499999999681677,-0.00437499999998181,0.005762215285773528
4,13,588.54296875,186.96875,588.54,186.97,-0.00296875000003638,0.0012499999999988631,0.003221176270046885
4,14,568.2265625,268.44140625,568.23,268.44,0.00343750000001819,-0.0014062500000022737,0.0037140201012691694
4,15,545.8046875,378.7890625,545.8,378.79,-0.004687500000045475,0.0009375000000204636,0.00478033079404184
4,17,1210.578125,236.94921875,1210.58,236.95,0.0018749999999272404,0.0007812499999886313,0.002031249999928465
4,18,1299.60546875,287.1953125,1299.61,287.2,0.004531249999899956,0.004687499999988631,0.006519576888992626
4,30,343.0,310.72265625,343.0,310.72,0.0,-0.002656249999972715,0.002656249999972715
4,31,765.1328125,323.05078125,765.13,323.05,-0.0028125000000045475,-0.0007812499999886313,0.002918990889418433
5,13,589.9072265625,186.7265625,608.6,187.7,18.692773437500023,0.9734374999999886,18.71810245062551
5,14,569.419921875,268.0810546875,581.8,269.0,12.380078124999955,0.9189453125,12.414136895832433
5,15,546.353515625,378.841796875,549.3,374.8,2.9464843749999545,-4.041796874999989,5.001788895073296
5,17,1212.18359375,237.4619140625,1231.3,233.9,19.116406249999955,-3.5619140624999943,19.445416418880633
5,18,1302.7041015625,287.646484375,1302.7,287.65,-0.004101562499954525,0.0035156249999772626,0.005402076830395727
5,30,346.5,310.7919921875,368.4,312.2,21.899999999999977,1.4080078124999886,21.945215560574017
5,31,767.099609375,322.7880859375,769.0,317.2,1.900390625,-5.588085937500011,5.902388412538883
6,13,594.430419921875,186.544921875,594.43,186.54,-0.0004199218750500222,-0.004921875000007958,0.00493975585397182
6,14,573.56494140625,268.560791015625,573.56,268.56,-0.00494140625005457,-0.0007910156249977263,0.005004318279952716
6,15,549.76513671875,378.88134765625,549.77,378.88,0.00486328124998181,-0.0013476562500045475,0.005046551484390202
6,17,1215.1376953125,236.846435546875,1215.14,236.85,0.0023046875001000444,0.0035644531249943157,0.004244633147092824
6,18,1304.278076171875,287.23486328125,1304.28,287.23,0.0019238281249727152,-0.00486328124998181,0.005229973152021019
6,30,347.125,310.843994140625,347.12,310.84,-0.0049999999999954525,-0.003994140625025011,0.00639946555053074
6,31,772.07470703125,323.341064453125,772.07,323.34,-0.004707031249949978,-0.001064453125025011,0.004825888896709202
7,13,597.5728149414062,186.90869140625,597.57,186.91,-0.002814941406199978,0.0013085937499965894,0.0031042410864604644
7,14,576.9237060546875,268.92059326171875,576.92,268.92,-0.0037060546875409273,-0.0005932617187340838,0.0037532387099622907
7,15,553.5738525390625,378.9110107421875,553.57,378.91,-0.003852539062449978,-0.001010742187474989,0.003982920661680907
7,17,1219.353271484375,236.63482666015625,1219.35,236.63,-0.0032714843750909495,-0.0048266601562545475,0.005830888292570815
7,18,1307.7085571289062,287.1761474609375,1307.71,287.18,0.0014428710937863798,0.003852539062506821,0.004113870953423945
7,30,351.09375,311.13299560546875,351.09,311.13,-0.003750000000025011,-0.0029956054687545475,0.004799599162911392
7,31,774.3060302734375,323.75579833984375,774.31,323.76,0.00396972656244543,0.004201660156240905,0.0057803699751077485
8,13,600.6796112060547,187.1815185546875,616.2,187.7,15.520388793945358,0.5184814453124886,15.529046697217378
8,14,580.1927795410156,269.44044494628906,590.6,269.3,10.407220458984398,-0.14044494628905113,10.4081680647865
8,15,557.1803894042969,378.9332580566406,557.5,375.1,0.319610595703125,-3.8332580566406023,3.846559275727568
8,17,1223.5149536132812,236.4761199951172,1240.7,234.4,17.185046386718795,-2.076119995117182,17.30999981362802
